,source
1972 Zakłady 1980,1
SB.Several Social Zamojska times,1
2006 Marcin Chairman,1
Committee MKOMISJA initiator,1
12  XI,1
1982 d.22 He,1
authorities,1
1956 Military Technical he,1
10 III 1982,1
9 TW he,1
1945 Nowy He,1
2000 Deputy President,1
12  VI,1
1937 Wiesław She,1
public  representative,1
lawful  attorney,1
20 Daniel VIII,1
1983 et case,1
V Sor WOG,1
1981 Łup Released,1
Katyn  member,1
opposition 1980,1
Independent Municipal member,1
Singer,1
Professor University,1
1977  Prince,1
1964 born3 He,1
2015 shooting i,1
S South Wielkopolska,1
Jerzy Świder,1
23 III 1954,1
underground Dzch Silesia Actions,1
1936 Stanisław He,1
numerous  prince,1
1981 Rural Solidarity founder,1
1939 born14 He,1
1982 co -organizer,1
Economic Świdnica episcopal curii,1
1981  May,1
1989 Polish opponent,1
2014 born4 TAM.He,1
1980 Centrumio he,1
1981 Mkomisa delegate,1
1958 Tomasz Mikołaj He,1
rolling Tamż;1974 1977,1
packaging IX XII,1
1962 born2 He,1
80 Youth worker,1
1963  1968,1
1938 K. Nowy He,1
2008 Martial owner,1
1958 born2 He,1
"400 Zdzisław ""ZOMO",1
2004 Szczecin Shipyard Porta,1
2003 II He,1
University Eastern Illinois University,1
Gdynia.1985 Piotr V,1
extra  he,1
1965  1975,1
IX 1977 Democratic Traffic He,1
Solidarity Radio Free Activist,1
there;1982 1983 Chemistry teacher,1
1949 Zdzisław He,1
1981 Polish he,1
1989 Chairman Physisja founder,1
Bydgoszcz crisis Bydgoszcz he,1
1985  Co,1
pastoral St. Stanisław He,1
1997 Democracy Third he,1
30 Catholic University,1
Road  Autobiography,1
also  SB,1
6 years XII,1
9  XII,1
Maria Warchał,1
1982 Slow.1982 Kolporter,1
Justyn He,1
2000  Mechanic,1
Bronisław Wardawy,1
2009 Vice President,1
1964 born11 He,1
1984  VII,1
what,1
hiding;COLLECTOR COUNTRY Co,1
Jerzy Weber,1
Secretary Sokołów Chairman,1
then MERA he,1
Józef Emil Wajda,1
13  II,1
19 shipbuilding XII,1
Underground Trade centers,1
1982 Military District Court,1
Fame 1974,1
UB who,1
simultaneous car member,1
famous Mała K. graduate,1
underground Contact he,1
III  1982,1
1972  2004,1
preventive  he,1
rabid British Poznań,1
Perki He,1
Great K. He,1
strikes,1
1988 Adam Physisja,1
Commission WSK PZL.1990 renovation,1
underground  Solidarność,1
Defense Committee.1982 Rafał Warmiński,1
Elżbieta Maria Kessel,1
Maciej Wiesław Tumanow,1
1983 Wilczy he,1
there zm.14 He,1
1942 Władysław Jerzy He,1
1988 Voivodship Court,1
1980 SKS Co -,1
1989  Founder,1
1980 Holy 1990,1
1981  press,1
local Christian activists,1
1985  VI,1
so Father Ludwik participant,1
1944 Supreme Garden,1
high school I,1
5 Gdańsk VII,1
Electrician investment Author,1
24  II,1
Vice GENERAL Secretary,1
Madrid,1
District case,1
manager,1
Światowa SG Kolporter Documentary,1
thanks Independent Publishing he,1
III Machine he,1
student,1
Polish State Locomotivownia,1
historical essays we,1
2014  I,1
25 10 III 1989,1
underground Lower Silesian Council,1
General she,1
central Adolf Warski,1
2008 d.21 He,1
includingBolesław  Trzewik,1
1979  member,1
1987 Olofa participant,1
savings Socialist Party member,1
1985  participant,1
FAMA Author member,1
2003 Bystrzyca project,1
1981 Chairman COMMISSION,1
28 15 case,1
2003 d.6 He,1
Weapons Łucznik Polish 1964,1
III 1933 III He,1
12  day,1
committee Chemical School S,1
2 Silesian Military penalty,1
Mo crypt Director;1987,1
Eugeniusz Szymala,1
1981 Military District vice,1
1983 Kazimierz Lipiński,1
Jacek Szymanderski,1
1968 Senior Assistant,1
military Piotr participant,1
1947 Siedlisku k. He,1
500 Dr. Bogdan children,1
local Marian Celebrans,1
economic  he,1
Solidarity COMMITTEE COMMITTEE Participant,1
currently K. Belarus).He,1
29 Supreme Court,1
Ryszard Szymański,1
7th Strike 1988,1
S Sandomierz Ziemia,1
25 District VII,1
honorary Blessed Virgin canon,1
Janusz Andrzej Szczykalski,1
1955 Zygmunt Tadeusz He,1
zm.6 III He,1
1979 Henryk Kolporter,1
11th State Chairman,1
Lech recipients,1
Polish Commodity Transportation the,1
Society,1
1948 Eugeniusz He,1
1967  Mechanic,1
1980 strike Chairman,1
Antoni Szymkowski,1
1952 Juliusz He,1
1943 born2 He,1
Presser Kolporer Tamż,1
2009 Solidarność Dygr./rezes,1
Community.2011 Warsaw Self 2016,1
Józef Śleboda,1
Many Małopolska times,1
Jurist  VII,1
Free Trade then,1
Kozienice;1992 1993 Furnel chairman,1
9 May 1982–19,1
1981 ZR they,1
1951 Bielsko He,1
1978 co he,1
1943 Lech He,1
1961  1965,1
secret Kielce training,1
1955 Jelenia He,1
illegal II case,1
1948 Roman He,1
1998  Councilor,1
Mieczysław graduate,1
independent centrumio which,1
pilgrimage Stanisław,1
4 Parliamentary Inviguided,1
1999 Golden Cross,1
Mieczysław He,1
1981 Czerwony Kolporter,1
permanently  He,1
Stanisław Wajsgerber,1
- election meetings.1990 1993,1
1988 Toruń Solidarności,1
SolidAmności K independent he,1
2003 Provincial Combined member,1
1992 La Mać,1
7  VI,1
together Klaudiusz Manifesto,1
1942 born5 He,1
Paweł Tomasik,1
1990 Catholic Action Activist,1
monthly Polish letter,1
1978 III-1 KS MO,1
2010 Air Russia).She,1
25 PZPR Edward member,1
two TW it,1
M. Anna,1
1981 poster shares,1
1984 Art Scene 1985,1
9 Independent Farmers,1
POIW Wielkopolska Delegate,1
23 Zabrze XII,1
Danish Borg Automotive,1
1951 Wolska Construction,1
dozen Pomeranian Military times,1
1994  Court,1
"13 III ""Dialog",1
graphic Piotr National,1
1947 born10 He,1
phonographic publishing house He,1
1981 Member COMMISSION,1
national  steam,1
1983 printing Asked,1
1952 Bielsko He,1
1957 born28 He,1
1988 Military he,1
10  1984,1
Grzegorz he,1
1989 Anna who,1
electromontage Taxi driver;He,1
29 removal IV,1
1986 Underground He,1
1988 u Jesuits,1
Senate meeting which,1
Adam).1983 - Adam).1983 1989,1
Jerzy Wieczorek,1
academic Underground one,1
1943 M. He,1
1962 passenger participant,1
Gdansk,1
Andrzej Mariusz Wieczorkowski,1
Repeatedly field he,1
III 1942 transport He,1
governing SB cooperation,1
negotiations,1
2014 Bielsko He,1
Research Bielsko organizer,1
1996 Wiktor 1946,1
arrested Civic Committee,1
1983 II KW,1
there d.8 He,1
1954 Zbigniew He,1
Printer Transport Organizer,1
26 solidarity VIII,1
1956 Zdzisław he,1
Polish J. He,1
public lecture He,1
twelfth strike participant,1
2015 born25 He,1
1978 Country 1978,1
1981 national commission,1
Andrzej Wojkowski,1
Michał Wojtczak,1
Several Kalisz Konin times,1
Small information Kolporteż,1
1963 Jerzy Julian He,1
1972 IV Ministry,1
amnestive KA he,1
16 III 16 case,1
2004 Stockcut k. He,1
1981  II,1
1949 church He,1
1983 Kalisz collaborator,1
1937 Cologne He,1
worse employment A,1
October  November,1
self education lectures,1
1988  Organizer,1
Białystok -,1
local Bialystok President,1
Danuta Maria Winiarska,1
Central Temporary He,1
1933 Halina Winiarska She,1
11th Democratic Party the,1
2003 Branch Page graduate,1
currently fur Ukraine).He,1
1984 Human participant,1
1949 Marek Stanisław He,1
1982  February,1
1963 Igor Zakrzewski)1986,1
1961 Nowy He,1
1986 National Field she,1
III Ministry,1
1990 History teacher,1
1990 Scientific Worker,1
quarterly trade record,1
1981  unveiling,1
2005 Gazeta Author,1
1980  February,1
monetary Zamojska Land rebounds,1
1991  Head,1
2002 Association member,1
Głuchołazy k. He,1
joint Kazimierz who,1
Department Minister Rzeczpospolita Ministry,1
III SOR Sor,1
1953 Jerzy Germany).He,1
where IX he,1
1968  Miner,1
2002 Working member,1
1950 provinceZielona He,1
2004 Supreme Dziennik,1
1970 street he,1
Krzysztof Galiński,1
1954 Roman He,1
2001,1
new Underground Securities Kolporter,1
underground Tadeusz Isakowicz writage,1
3  proceedings,1
1940  She,1
first  member,1
1981 Field Appeal activist,1
Bronze Badge J. Krasicki,1
Julitta Maria Włodarczyk,1
2005 zm.13 He,1
13  1981,1
1985 Commands co,1
S  member,1
23 III 1989,1
twelfth street Author,1
1988 GAI apartment,1
interstant Print paper chairman,1
2006 Catholic publisher,1
co -author,1
Zakładowa Ludwik provider,1
1981 -Governing Trade he,1
III IX 1982,1
1934 zm.8 He,1
Skarżyska He,1
90 Stalowa Author,1
IX 1984 IX September,1
2015 zm.13 He,1
1986;From N RU,1
1957 Stalowa He,1
1985 Cooperator Physisja Zakładowa,1
2015 Bielsko He,1
presidential City Bielsko head,1
1940 Konrad He,1
urban Z o.o,1
1982 Poland case,1
tragic  death,1
subsequent zm he,1
1960 Adam He,1
Grzegorz Senkowski Civic Committee,1
1983 CouncilCountries;13 he,1
25th New president,1
then District Court,1
1944 born25 He,1
S radio He,1
magazine Gryfińska Land,1
printed Andrei He,1
11 Co -,1
Solidarity trade case,1
2004 Scientific Achademy,1
academic St. they,1
private Lublin he,1
independent power press,1
1978 Kazimierz which,1
1990 trade castle,1
1987 Demonstration Grunwaldzki,1
1989 Lech publisher,1
political collaborator Committee,1
13 Trade VII,1
1990 Przegląd he,1
Mr. Library,1
1981 19 participant,1
1950 Jerzy He,1
Solidarity Catholic editor,1
Grzegorz Ignacy Wołczyk,1
currently III Belarus).He,1
1981 M. District,1
cooperative worker Weight,1
1952 born13 He,1
where Fame Scouting he,1
trade SolidAmności,1
graphic Phonographic Editor,1
streets,1
1958 Nowy he,1
1958 Rzeszów province).He,1
student he,1
1980  spokesman,1
martial participants;Co he,1
1996 Józefa Szlubeńca,1
1941 Golub She,1
Unwanted documentary she,1
2018 d.9 He,1
2 III he,1
II 3 IX 1982,1
16 III 1982,1
1977 Roman 1980,1
Stanisław Zbigniew Witek,1
1991 trade member,1
1980  Worker,1
22  VI,1
magazine Word word,1
third Republic folk members,1
VIII 1980 occupation IX,1
Kolporter  which,1
1990 Polonics participant,1
1987–1988,1
2006 UR.25 He,1
then 2 Pictures,1
Michael He,1
many  They,1
III 1957 Zielona He,1
just strike he,1
1932 born8 She,1
private Zbigniew office,1
intern  journalist,1
1989 Member COMMISSION,1
funeral,1
1989 7 Signatory,1
Antoni Wójtowicz,1
20 house Publishing books,1
Owner,1
third Technology member,1
third Divine participant,1
1933 born2 He,1
III W IV,1
Zdzisław Zawadzki,1
27 IX 1986,1
years chapter author,1
Jan Zieja,1
communist Primate Stefan authorities,1
1938 Marian He,1
Damed.1976 Mariusz Zbigniew Student,1
leaflet  he,1
activist,1
then University Coordination Chairman,1
1984  case,1
1933 Andrzej Józef graduate,1
1953 on18 He,1
own Szczecin Catholic He,1
2013 d.22 graduate,1
1996 on27 He,1
1976  Garbarz,1
1988 events he,1
Włodzimierz Zawadzki,1
then PZU He,1
2015 President Rzeczpospolita He,1
Kazimierz Wóycicki,1
German discussion participant,1
1979 John Paul co,1
1988 Bishop participant,1
11 IX he,1
2004 IX He,1
Tourist St. flat,1
1994 Regional President,1
1968  He,1
1988 St. Andrew he,1
2002 trade union organizer,1
Zygmunt He,1
1977 signatory 1980,1
d.27 V d.27 He,1
IX 1989 IX 1992,1
1990 Audit chairman,1
Zygmunt Wudarski,1
Polish Co -,1
1987 trade Signatory,1
Zakładowa Konin S,1
1984  revision,1
1955 Waldemar Eugeniusz He,1
1965 born21 He,1
Gräfin von Thun,1
1985  he,1
1990 film member,1
Sylwia Maria Wójcik,1
1993  Author,1
Ministry,1
1981  associate,1
1951 on18 He,1
20  case,1
1950 Opole He,1
1939 Ostrów He,1
1988 Ostrów driver,1
provincial Ostrów member,1
nationwide Delegates MKommisja member,1
next steel grade,1
IX 1942 Bielsko He,1
MO SOR Crypt,1
Nationwide Third KPN author,1
auxiliary District Clinic She,1
othersManu book,1
20  1986,1
1969  He,1
Polish Academy,1
1998 Councilor City he,1
1982  Co,1
vocational Vocational School Organizer,1
twelfth Municipal participant,1
26 Polish Republic,1
1  IX,1
secret SB who,1
Funny Award Józef that,1
1986 rise service IX,1
correspondent Gazeta he,1
1955 Eugeniusz graduate,1
political  2016);He,1
1970 Prasz Księżóż she,1
1964 born9 She,1
signed KW building,1
1969 Employee MZK Warszawskie,1
1947 Tadeusz He,1
KS connector,1
Lublin North Dekanatu,1
twelfth  she,1
15 Kamień VI,1
Stanisław Zarzycki,1
Józef Wilczyński,1
2009/2010 Higher Vocational Publisher,1
twice street he,1
1980 member Independent association,1
1953  1956,1
14 kidney V,1
Andrzej Wiśniewski,1
scientific  worker,1
IX 1947 Stary He,1
1200 Tygodnik copies,1
together New disagreement,1
S co -founder,1
18 10 V,1
Kędzierzyn He,1
Several Individual times,1
1953 Marek He,1
1981 Nakł.500 organizer,1
Anna Więckowska Machay,1
2nd District Court,1
2002.Civil Customs Inspectorate member,1
1939 zm.16 Norway).He,1
1983 ZK.On 23 Court,1
1988  -,1
series Apostles Peter,1
Physisja  S,1
Wacław Zeman,1
Roman He,1
1981 District proceedings,1
there pensioners Linotypista,1
Bogdan Waldemar Zone,1
Wujek who,1
Ewa Books,1
1981 crypt Unionity;29,1
Maciej Zalewski,1
1956  he,1
1936  He,1
1936 Kraków He,1
2017 Stalowa He,1
LaureatePrimate,1
Rudna KS apartment,1
1988  participant,1
then National member,1
Western ZR she,1
first John Paul she,1
explanatory Marek proceedings,1
red Anna Zechenter,1
3 years employee,1
1949 Szczecin voivodeship).He,1
independent Kolporter Underground,1
Podlasie.1991 Korian Group Sp.z,1
Solidarity ps . tiles,1
1991  Advisor,1
1996 Pomeranian President,1
1962 Kowal locksmith,1
1984 Roman Committee,1
23 IX 1985,1
religious St. member,1
then  He,1
1960 born7 He,1
basic Roma adults,1
other Zbigniew people,1
1986  VIII,1
1954  1962,1
1997  member,1
Swiss Amnesty -,1
1950 Jeżow K. He,1
1988 Lady Queen participant,1
1935 zm.23 He,1
executive committee Co -,1
horizontal k. He,1
1982 released.1982–1987Plant web,1
tuczachy k. He,1
1981 Ustrzyki adviser,1
11  XI,1
Customs,1
2003 d.2 TAM.He,1
90 Polish Socialist Socially,1
1997 2001Supreme Council,1
8 study offices V,1
10  1985,1
2008 d.25 graduate,1
primary  association,1
ZW.With  Freedom,1
Cultural 1981,1
1964  1968,1
Agnieszka Maciejowska,1
1989  Participant,1
1986  investigation,1
1989 Underground Siedlce,1
1987 born6 He,1
1944.Polish,1
Polish  messenger,1
Catholic he,1
there.1956 Tatra he,1
there Small he,1
informal Ustrzyki Structures,1
illegally  he,1
Kolporter  subscriber,1
probable Sor he,1
1986 IV KW,1
there St. he,1
1987 born16 He,1
Opole.1982 1987 Apostles Peter,1
1955 born6 He,1
1953 Stargard He,1
2014 Stargard Szczeciński,1
2010 Knight Cross Order,1
1962  Athlete,1
othersIn construction workers,1
registration,1
1986 PBO no,1
2006 Stanisław He,1
1980 Governing Trade Union,1
1956 born9 He,1
1989 Governing Trade Ombudsman,1
2015 d.6 graduate,1
Road 1968).As he,1
Grade Literatics Jagilarski 1968).1969,1
Editorial Małopolskie meetings,1
POLCUL Foundation Awards,1
Secretary Financial she,1
k. He,1
2008 d.3 He,1
1973 M. Kasprzak,1
Danuta She,1
SKN  member,1
private Socio Charity she,1
Stanisław Złonkiewicz,1
1981 28 IX 1989,1
IX 1940 Biała He,1
IX 1977 Democratic Traffic he,1
1991 Deputy Wójta Jabłonna,1
2009 Bielsko He,1
2000 Polish Ski retired.1993,1
then ZR Lower,1
10  times,1
1954 Waldemar Bronisław He,1
1962 b.28 He,1
7 XI 1981,1
DepartmentII III Ministry,1
1984  member,1
private Sącz Town XII,1
1986 KPN Author,1
Hebrew includingEtgar Kereta,1
underground  's,1
1989 KC PZPR Participant,1
Piotr Igor Ikonowicz,1
2017 d.30 He,1
departmental Information newsletters,1
Think  aim,1
Sor Krypt Figurant Sor Convention,1
2012 d.2 He,1
1974 renovation locksmith,1
m. Lenin,1
2002 Małopolska Regional IV,1
19  IX,1
Ps  Igor,1
1985 born6 He,1
connector,1
many  he,1
1963 Krzysztof He,1
editorial Youth).1981 he,1
1957 Jerzy Leszek He,1
Łuczywo He,1
regional Orange He,1
Kwidzyn.1982  Kolporter,1
Meeting publishing He,1
1978 founder Editions,1
Officer Cross,1
1982 Z. author,1
1974 Cargo driver,1
1982 region XII,1
1986 Ewa Polish,1
2009 Twentieth Vintage,1
Western Provincial road,1
1965–1975,1
IX 1945 IX He,1
so Podlasie calledI,1
degree Section specialist,1
stock exchange investor,1
1970 Grodzisk it,1
4 Election commission,1
Legal Counsel,1
1981–1983  co,1
Sławomir Konrad Latek,1
Piotr Antoni Jegliński,1
1989–1991  MP,1
chaplain KS.Stanisław priestTadeusz,1
1982 Management she,1
19 District Court,1
1945 District Home he,1
Solidarity property he,1
1988 Bohdan Organizer,1
2006 Social Committee,1
29  XI,1
1947 Piotrków He,1
12 ZK VIII,1
several Catholic Intelligence times,1
1964 Pałska Union,1
Organizer Founding Committee,1
Free Arka ESEAY,1
1982Coating Polish State he,1
1981 COMMISSION POLSKI Respectors,1
1988 Independent Publishing Officin,1
employment;1999–2003 Production Alexander wife,1
Fitter;1988 1989,1
Eliza Zofia Jadczak,1
1989 trade Production,1
political job.1983 1988 XI,1
1989 Kolporter Underground press,1
partially opposition He,1
17 years IV,1
1927 Jan He,1
nearest life which,1
2008 I Proxy,1
1988 Meetings Independent Initiator,1
Cursing steadfast us,1
Vocation Polish he,1
1989 Municipal Bureau,1
Practical training he,1
III  IV,1
1969,1
1968 General Construction member,1
1992 Christian Culture member,1
1986 independence group Catechist,1
military Józef Medenowski.1977/1978 it,1
1984 Agronomic he,1
picturesque kindergarten garden,1
III 1981 III Delegates,1
Stanisław Kamil He,1
striking  support,1
2012  TAM.He,1
underground Zygmunt VII,1
Ostrów He,1
1968,1
1982 AŚIn 1982,1
3  XI,1
1951  he,1
1987  Co,1
SO WUSW I,1
flat Mazowiecki petrochemical basement,1
2012  which,1
1981 2 1982,1
1982  editor,1
interrupted  story,1
graduation Electric Warsaw Assistant,1
Romuald Sałaciński,1
Creative consultant upbringing,1
1956–1957  PRAINKANT,1
Legal Aid Tadeusz,1
appeal,1
2007 Płock Volunteer,1
also Sacred he,1
commemorative Jerzy Popiełuszko,1
private vice president,1
Independent Bulletin Independent Cooperator,1
1957 Polska Republic Republic,1
together North she,1
Śakadademia Medyczna Śląski Medical manager,1
1982–1985,1
1969  Tokarz,1
worker VIII IX,1
surgically Alpha;18 May,1
III press collportage training,1
contamination,1
1981 trade Participation,1
Kamieniec He,1
1957 Bożena She,1
second Underground Publishing participant,1
1988 Automation Nastars,1
22 Teresa Xi,1
o.o./procom system President,1
harder centerMERA ELWRO,1
x 1981 x Guest,1
1950 on11 She,1
1969 A clerk,1
1981 Foreign Trade She,1
2004  Laboratory,1
1981 Jerzy he,1
times warning SB,1
1979–1982,1
Polish St. Michał,1
Pomeranian communist communicem owner,1
2013 Janusz Józef He,1
same District Court,1
1962 born28 He,1
1980  Committee,1
1990 leaflet reactivation,1
7 prison labor V,1
due KW he,1
SOS KRPT.The SOS constructor,1
Together Jastrzębie spa he,1
adapter,1
1989–1990Founding Committee,1
Zbigniew Kopczyński,1
1981  31,1
Silesian self -education duringHelp,1
Infectious Social member,1
22 III 1982,1
1989 Civic Committee,1
1990  Councilor,1
1956  participant,1
1989  ACCIDENTAL,1
1989 Tygodnik He,1
1980 Co - founder,1
1968 Szczecin Contrast she,1
16 Regional Electoral XI,1
1976 co -author,1
1977 year Judgment,1
12th US he,1
American Wisława He,1
30 IX 1989,1
Mieczysław Marcin Argasiński,1
1986–1988  he,1
18 Janusz he,1
old K. He,1
Silesian Katowice colleges,1
where village principles,1
successively Committee Civic Committee,1
there Kubisiowski Edward He,1
1982  Casual,1
1988  Student,1
public Kurzyniec Qmar owner,1
1987–26  VII,1
1983 Washington University,1
12th  protest,1
Initiator,1
1981  signatories,1
1988 Catholic Social Cooperator,1
democratic Stalowa University,1
2007  Cross,1
1937 Zduńska He,1
1956 Mł Constructor,1
5 Complementary V,1
1945 Zduńska He,1
Blue Strain Fourteen,1
1989 Factory organizer,1
Jerzy Michał Stańczak,1
Free teachers,1
today  Poland,1
48 Press court,1
IX 1989 IX IX,1
1940 Jan He,1
1977  Kolporter,1
bad  V,1
head High School 1986–2012,1
underground Wrocław letter,1
monetary Stanisław Kolporter,1
1980 factory commission,1
12th Manifestation participant,1
Neglecting historians,1
political PD he,1
Kazimierz Ziobro,1
Jadwiga disciplinary,1
25 Pomeranian Military V,1
S Polish She,1
anonymous III 1989,1
1950 born3rd He,1
1956 Adam He,1
Bieszczady;Without opposition he,1
1983 Provincial he,1
2011 zm.9 TAM.He,1
independent factory he,1
average  Mechanic,1
1946 communication service 1952,1
underground Stargard oppositionists,1
1998 Agent Rzeczpospolita He,1
1988 Polish Buddly Chairman,1
1974  participant,1
1952 Anna Żurawek She,1
Paris  party,1
West emigration Organizer,1
Jerzy Żurawiecki,1
1945,1
VII 1961 VII 1966,1
poor IX case,1
Again  employee,1
Sylwester Zych,1
contradictory head investigation,1
2010 Podkarpackie Voivodship Republic,1
1989 Poland Founder,1
2000 Foundation initiator,1
III Krasn K. He,1
annual Jasna participant,1
12 Committee Civic Committee,1
Decorated Brown,1
currently Old Ukraine).He,1
1990  Górnik,1
1991 Jerzy Canada).He,1
fatal R. injury,1
1977 Spycharper operator,1
Marian  winter,1
1940,1
1981 protest XII,1
1982 Węcz Wakacz 1982,1
1983  negotiator,1
Konobrodzie K. He,1
1950 Zbigniew Marian He,1
1981 Trade Union,1
where Andrzej he,1
Polish Vice - President,1
occasional Tygodnik member,1
Orthopedist Bandaist,1
Board Farmers participant,1
1951 Wiesław He,1
Control Founding Circles,1
1972 Uncustomed Worker,1
III month 1983,1
1994 Initial Commission Tamż,1
Grzegorz Kazimierz He,1
1973  1986,1
1990 Solidarność member,1
1927 born14 He,1
underground Solidarity activist,1
1983 Organizer Kolportage,1
1953 Międzybrodziu He,1
underground Załom Cable Factory,1
1967 Marek He,1
1989 TZR co,1
1983 Prosecutor Kraków Podgórze,1
Grade  Master,1
24 retreat VII,1
1982 National Secretary,1
1981 Andrzej organizer,1
catechetical  room,1
1993 Rokita investigation,1
religious self employment 1988,1
2013 d.25 graduate,1
XII 1981 XII 1989,1
Participant editorial Mapnown,1
Julian Jan Żrałko,1
interned  He,1
there d.5 He,1
apartment father,1
2015 d.22 He,1
14 Gdańsk VIII,1
24/1981 released;1982 1984,1
currently d.27 VII,1
Jerzy Żebrowski,1
1984  editor,1
1968  dealer,1
Independent Self Individual initiator,1
Historical SW Publishing IX,1
III KW KW,1
Stanisław Lembas,1
2007 General Mining,1
Leszek Rybak,1
1977–1982  co,1
1990  1999,1
Stanisław Melski,1
1950 Krzysztof He,1
Own Opolskie business,1
22  V,1
7 Commission he,1
grade trade effect,1
2006 Antoni He,1
1946 Stanisław He,1
30 food industry XII,1
12 ZK V,1
19  XII,1
1982  8,1
1994  InterLeigator,1
1952 Leszek He,1
III Zdzisław 1980,1
26  IX,1
1958 Piotr He,1
1987 ventilation 1989,1
includingIn  intention,1
arrested Władysława Władka,1
Semper Fidelis,1
1964  he,1
IX 1941 IX He,1
1973  Work,1
III 1981 III Participant,1
1988 Jerzy he,1
1969 Dekanatu Jarosław West,1
i 13 i VII,1
2012 Zbigniew Igor He,1
9 21 II,1
60.-70 writom trade union,1
"worker Podlasie courier"".1982 1989",1
1980–31  XII,1
there zm.9 He,1
Teresa Trocka,1
Private  IT,1
III 1948 zm.5 Sweden).He,1
19  V,1
Wiesław Adam Stojanowski,1
instructional employment 1988,1
Jacek,1
1977  participant,1
1960 Andrzej Antoni He,1
"underground Underground Gazeta"";1987 1989",1
1958 Grzegorz He,1
1968  1970,1
1981 Piotrków XII,1
A. Solidarność,1
there zm.2 He,1
1983  investigation,1
21  1982,1
1983 28 II,1
Stefan Rudzki,1
Piotrkowski.14 Press XII,1
SOS Leski;1984 1986,1
graduation).1982  organizer,1
1981 retreat he,1
Józef Michał Janowski,1
false Provincial that,1
1964  1965,1
1985 7 Investigation,1
1943  1945,1
1982 Youth Molded 1989,1
1927 Piotrków graduate,1
Several Andrzej times,1
11 Central VII,1
2004 Białystok head,1
7  IV,1
martial Internified Aid he,1
1953  monument,1
Democratic 1991–1993 He,1
1984–1988 co -author,1
St. Stanisława Board,1
1950 Andrzej He,1
2013 Sławomir He,1
2013).His  songs,1
1975  Signatories,1
1987  She,1
17 V 1977,1
Lucyna Łysio,1
guilty District proceedings,1
1951 Wola He,1
few aid revisisations,1
Signature faithful,1
Bronisław Fila,1
annual Zambrowski pedestrian which,1
1981 Iwona group,1
1980 IX member,1
1989 Fmb Famaba,1
1988 Holy Initiator,1
1989 trade unions,1
Aleksander Urban,1
1980  Secretary,1
independent Zbigniew he,1
1992  Chairman,1
16 occupation XII,1
civil  he,1
1985 SOR Untrack,1
Konrad Turzyński,1
pastoral OO creator,1
1989 Młocie K. 1986,1
Philologous Polish statement,1
Donald Tusk,1
bread Co,1
2005 deputy he,1
1960 born3 She,1
Stadnicka K. He,1
1957 born30 He,1
1983  IX,1
Works teacher,1
again family initiator,1
1980 Working committee,1
Organizer photograph instructor,1
Barbara Toruń,1
1981 occupation he,1
currently born6 Ukraine).He,1
1983  Electrician,1
2006 PO City Republic,1
United I,1
1986 Institut Fur RFN).1986,1
Bożena Teresa Ulewicz,1
democratic Student journalist,1
21 General Wojciech XII,1
Tadeusz Ulma,1
1972 crypt These,1
1933 Jerzy graduate,1
3 Kolportage fold,1
1956  Participant,1
1982 Ostrów 1989,1
1983 toTo SMW,1
founder Jaruzelski diplomas,1
2014 Rogowiec branch office,1
2012 d.17 He,1
1982  He,1
1989 TW files,1
Rais Sokołowska,1
1982 Warsaw Military Aiming,1
Dam  He,1
25 year VII,1
1983  XII,1
III V KW,1
Wojciech Kozioł,1
1945 state transport X,1
round Individual delegation,1
1943 Krasów She,1
medical Andrzej 1986,1
real Catholic Intelligence organizer,1
called Institute publishing inhabitants,1
1981 CH Legislative he,1
1984 Jasna he,1
Sokół,1
2 years He,1
same Secretary Information,1
construction contract,1
born5 III He,1
includingBy  who,1
there zm.8 He,1
Kolporter Underground,1
23 Zabrze XI,1
then Founding Chairwoman,1
Czechowice Municipal he,1
31 Bielsko He,1
driver,1
Region Pro member,1
22 22 IV,1
Duplicated Municipal he,1
1988 Zambrów Restraint,1
1979 Thought V,1
24 III 24 XII,1
Ewa Bończak Kucharczyk,1
technical ITO President,1
proof publishing house,1
Momenisja Zakładowa ZR Białystok,1
1986 Marshal Jerzy,1
usedby  IV,1
II 1947 II He,1
17 Clinic Polska XI1982,1
1954 born11 He,1
1939  editor,1
1968  Asphalt,1
Jadwiga Teresa Zakrzewska,1
1980  I-,1
Polish Socialist Party,1
1982 ZK camp,1
University ofMaria Curie collaborator,1
1984  Technologist,1
private furniture member,1
S Co -,1
German III it,1
Polish New law,1
29 Civic Committee committee,1
1993 Supreme member,1
1965 Sor KW,1
1981 TV he,1
1956 Dziech He,1
service production factor,1
1985 West 1985,1
1980 Stalowa she,1
31 Józef VIII,1
S trade branch,1
French  doctors,1
includingTadeusz I,1
several  member,1
1982 District 1989,1
2011 Warsaw Casual,1
28  VII,1
1970 Locksmith chemical apparatus,1
6 II Ministry,1
S  company,1
includingPolish Open which,1
1960,1
"analysis TW PS.""Reviewer"".2008",1
1981  attempt,1
1981 So VII,1
1999 born6 He,1
1964–1968  catechist,1
1984 ZM he,1
1974 Marceli Nowotki,1
1996 Pontifical Head,1
S information service participant,1
1977 publishing 1980,1
Mł,1
1981 Wond ZO,1
1994  Manager,1
Physisja Zuo Hydroster Podlasie,1
Stanisława 1986,1
1990  Co,1
1976  Vicar,1
Commission Zakładów John,1
proclaimed  he,1
next Płock participant,1
1994–2007 Brother Albert,1
1985 Christmas Participant,1
